Type,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,State,PetID,PhotoAmt,AdoptionSpeed,NotAdopted,mixed_breed,multi_color,FeeAsked,photo,desc_length,desc_word_count
dog,60,male,Black,2,1,1,1,1,1,1,Selangor,1eeb4ea81,3.0,2,0,1,0,0,1,163,33
cat,12,female,Black,2,2,2,2,2,1,1,Selangor,605d07d33,6.0,2,0,1,1,0,1,272,49
cat,6,male,Black,2,2,2,2,2,1,3,Selangor,113926f03,3.0,4,1,1,1,0,1,466,83
dog,2,female,Brown,2,2,1,1,2,1,1,Selangor,fad223ef5,3.0,3,0,1,0,0,1,177,34
cat,48,male,Black,2,2,1,1,1,1,1,Kuala Lumpur,968c82e07,1.0,1,0,0,0,0,1,101,19
cat,1,mixed,Black,1,1,2,1,2,1,5,Negeri Sembilan,bb61d1c46,7.0,2,0,1,1,0,1,397,78
cat,3,female,Yellow,2,1,1,1,2,1,1,Selangor,2e12f4152,9.0,3,0,0,1,0,1,368,73
dog,3,female,Black,2,1,2,1,2,1,2,Selangor,f5c803412,7.0,1,0,1,1,0,1,702,141
cat,3,female,Black,2,1,1,1,2,1,1,Selangor,79db05f63,3.0,2,0,1,1,1,1,2301,446
cat,7,male,Black,3,1,1,1,2,1,1,Kuala Lumpur,18bc7bf4d,7.0,4,1,1,1,0,1,49,9
dog,2,female,Black,2,1,2,2,2,1,1,Pulau Pinang,771156bfd,1.0,3,0,1,1,1,1,198,33
dog,1,female,Brown,2,1,2,2,2,1,1,Pulau Pinang,82563b26e,1.0,1,0,1,0,0,1,113,23
cat,3,mixed,Black,1,1,2,3,3,1,3,Kuala Lumpur,d6bd8b0f6,10.0,3,0,1,0,0,1,1068,169
cat,72,female,Black,2,2,1,1,1,1,1,Johor,b4835265a,10.0,4,1,1,1,1,1,1596,257
dog,2,male,Black,3,2,1,1,2,1,1,Kuala Lumpur,0e7ca23c9,1.0,3,0,1,1,0,1,309,57
dog,8,female,Black,2,3,2,1,1,1,1,Selangor,ba392c802,4.0,3,0,1,1,0,1,546,106
dog,5,female,Gray,1,1,2,1,2,1,1,Kuala Lumpur,631a6a27e,3.0,2,0,0,1,0,1,267,50
dog,2,mixed,Brown,2,2,3,3,3,1,5,Selangor,9252b5dc8,4.0,4,1,1,0,0,1,270,53
cat,4,mixed,Black,2,2,3,3,3,2,8,Selangor,0597b1859,5.0,3,0,1,1,0,1,57,10
cat,1,female,Gray,1,1,2,2,2,1,1,Johor,fe86005a1,1.0,2,0,1,1,0,1,189,36
cat,1,male,Golden,2,1,2,2,2,1,1,Selangor,5906e36c5,6.0,1,0,1,1,1,1,574,108
dog,2,male,Brown,2,1,2,2,2,1,1,Selangor,b5475edf9,2.0,3,0,1,1,1,1,23,4
cat,12,female,Brown,1,1,1,1,1,1,1,Pulau Pinang,bf22b5a35,1.0,3,0,0,1,0,1,441,86
dog,24,male,Brown,2,1,1,1,1,1,1,Kuala Lumpur,da1e7c53d,1.0,1,0,0,1,0,1,149,32
dog,36,male,Black,2,1,1,1,1,1,1,Kuala Lumpur,4f10d4a75,2.0,1,0,0,1,0,1,187,34
dog,1,male,Cream,3,1,2,2,2,1,1,Selangor,d96987111,4.0,1,0,0,1,0,1,296,63
cat,2,male,White,1,2,3,3,2,1,1,Selangor,f87c02978,4.0,1,0,1,0,0,1,284,66
dog,1,mixed,Black,2,1,2,2,2,1,4,Kuala Lumpur,a4de6ea51,7.0,1,0,1,1,0,1,255,54
dog,12,male,Brown,3,2,1,1,1,1,1,Selangor,c33220375,1.0,2,0,0,0,0,1,12,2
cat,3,male,Golden,3,2,3,3,3,1,1,Kedah,fe3d33ae1,1.0,2,0,0,1,0,1,32,6
dog,2,female,Brown,2,1,1,1,1,1,1,Perak,a02551367,1.0,3,0,1,1,0,1,939,197
cat,3,female,Black,2,2,2,2,2,1,1,Selangor,d181cbafa,5.0,3,0,1,1,0,1,1300,275
cat,12,female,Black,1,1,2,2,2,1,1,Selangor,2209979e1,3.0,2,0,0,1,0,1,407,81
dog,1,male,Brown,2,2,2,2,2,1,1,Pulau Pinang,de43c6ce5,5.0,2,0,1,1,0,1,222,43
cat,7,female,Brown,2,2,2,2,2,1,2,Kuala Lumpur,9197674f9,5.0,1,0,1,1,0,1,260,49
dog,1,mixed,Black,2,2,2,1,2,1,2,Kuala Lumpur,adc51c1a7,8.0,2,0,1,1,0,1,196,35
dog,2,female,Black,2,1,2,1,2,1,1,Selangor,5ffd4e822,5.0,2,0,1,1,0,1,450,82
cat,11,male,Yellow,2,1,1,1,1,1,1,Selangor,4133ec13c,10.0,3,0,1,1,0,1,1099,209
dog,2,female,Brown,2,2,1,1,3,1,2,Melaka,d73e917de,2.0,4,1,1,1,0,1,97,16
dog,12,male,Black,2,2,1,1,2,1,1,Selangor,acf573d1c,1.0,3,0,0,1,0,1,56,12
dog,4,female,Black,2,1,2,1,2,2,1,Selangor,5adb4e661,6.0,3,0,1,1,0,1,501,108
dog,1,female,Black,3,1,3,3,3,1,1,Johor,39adf62b4,3.0,1,0,0,1,0,1,47,10
cat,2,male,Black,2,2,2,1,2,1,1,Kuala Lumpur,477d22816,5.0,1,0,1,1,0,1,1010,196
dog,1,male,Brown,1,1,2,2,2,1,1,Kuala Lumpur,aca9ddee7,3.0,3,0,1,0,0,1,142,28
dog,3,female,Black,2,1,3,3,2,1,2,Selangor,08710204e,1.0,3,0,1,1,0,1,12,2
dog,12,female,Brown,2,1,2,2,1,1,1,Melaka,f557e9262,4.0,4,1,1,0,0,1,368,82
cat,2,female,Black,2,1,2,1,2,1,1,Selangor,c9206bc13,4.0,2,0,0,1,0,1,529,104
dog,48,female,Cream,1,2,1,1,1,1,2,Selangor,169fc07e1,4.0,1,0,0,1,1,1,1061,196
cat,3,female,Cream,1,1,2,1,2,1,1,Selangor,d6335be38,5.0,2,0,1,0,0,1,394,83
cat,2,mixed,Black,3,2,2,2,3,1,2,Selangor,18e41c818,5.0,2,0,1,0,0,1,285,55
dog,36,male,Brown,2,2,1,1,1,1,2,Johor,25e0e0edf,4.0,3,0,0,1,0,1,99,18
dog,1,female,Brown,1,1,2,2,2,1,1,Selangor,ed5c2d9dd,1.0,2,0,1,0,0,1,197,40
dog,2,female,Black,2,1,1,1,2,1,1,Selangor,1c3f75c04,1.0,2,0,1,1,0,1,115,22
cat,12,mixed,Black,2,1,1,1,1,1,2,Johor,c3b89c2e8,4.0,4,1,1,1,0,1,406,80
cat,4,female,Black,1,2,2,2,2,1,3,Perak,07a3f2bd1,3.0,3,0,0,1,0,1,130,21
cat,12,male,Black,2,1,2,1,3,1,1,Kuala Lumpur,4b0662306,3.0,2,0,1,0,0,1,172,36
dog,2,female,Black,3,1,3,1,3,1,2,Pulau Pinang,8bc346340,3.0,2,0,1,1,0,1,300,59
cat,2,male,Brown,2,1,2,2,2,1,1,Selangor,74f16e441,3.0,3,0,1,1,0,1,52,6
dog,36,female,White,1,3,1,1,2,2,1,Pulau Pinang,e808828dc,2.0,2,0,0,0,0,1,340,61
dog,1,female,Brown,2,1,2,1,2,1,1,Selangor,ed5b8276f,4.0,1,0,1,0,0,1,230,42
dog,12,male,Cream,1,3,1,1,1,1,1,Selangor,dcb42ee1e,1.0,2,0,0,0,1,1,1433,256
cat,8,male,Gray,2,2,1,1,2,1,1,Selangor,148686ce8,2.0,4,1,1,1,0,1,131,29
dog,3,female,Black,2,2,1,1,2,1,1,Selangor,82a97cd8d,1.0,4,1,1,0,0,1,70,14
cat,3,male,Black,2,1,1,1,2,1,1,Selangor,cfd57abde,5.0,2,0,1,1,0,1,902,158
dog,36,mixed,Black,3,1,3,3,1,1,2,Selangor,cd2fd9be8,1.0,4,1,1,1,0,1,143,26
dog,1,female,Black,2,2,1,1,2,1,4,Selangor,81c4d25d6,5.0,2,0,1,1,0,1,279,49
cat,1,mixed,Brown,2,1,2,2,3,1,3,Selangor,bfe061b7e,4.0,1,0,0,1,0,1,110,21
cat,24,female,Gray,1,2,1,1,2,1,1,Selangor,8da3d6fc5,5.0,1,0,1,0,0,1,52,9
cat,1,male,Golden,1,1,3,3,3,1,1,Selangor,885c668e4,1.0,3,0,1,0,0,1,44,8
dog,3,female,Black,2,1,1,1,2,1,1,Selangor,c13da6b92,6.0,3,0,1,0,0,1,361,72
cat,2,mixed,Black,2,2,2,2,2,1,4,Kuala Lumpur,67ba0fe06,1.0,4,1,1,1,0,1,280,60
cat,4,male,Golden,1,2,2,1,2,1,1,Selangor,a29dba165,6.0,0,0,1,0,0,1,269,53
dog,1,mixed,Black,1,1,2,2,2,1,4,Selangor,db61b1f31,4.0,1,0,1,1,0,1,384,74
cat,1,mixed,Black,2,3,2,2,3,1,4,Selangor,8dfe71419,3.0,1,0,0,1,0,1,52,9
dog,6,female,Black,1,2,2,2,2,1,1,Selangor,3c778df64,4.0,4,1,1,1,0,1,83,15
cat,8,female,Golden,2,3,3,3,2,1,1,Kuala Lumpur,ace3a3299,1.0,3,0,1,1,0,1,176,31
dog,12,female,White,2,1,1,1,1,1,1,Negeri Sembilan,530b7bcec,10.0,4,1,1,0,0,1,945,187
dog,15,female,Black,2,1,1,1,1,1,1,Kuala Lumpur,3f0c30d12,4.0,4,1,1,1,0,1,357,70
dog,3,female,Black,2,2,2,1,2,1,1,Selangor,865619d53,1.0,3,0,1,1,0,1,300,54
cat,3,male,White,1,1,3,3,3,1,1,Kuala Lumpur,1bea097f1,1.0,2,0,0,0,0,1,313,60
dog,5,male,Black,2,2,2,1,2,1,1,Selangor,7c542e43e,2.0,3,0,0,1,0,1,333,64
dog,24,male,White,2,1,1,1,3,1,1,Selangor,c55e9baaf,5.0,1,0,0,0,0,1,278,55
dog,1,female,Black,2,1,3,3,2,1,1,Selangor,22d381889,1.0,3,0,1,1,0,1,97,21
cat,6,male,Black,2,2,1,1,1,1,1,Kuala Lumpur,3268dcfd0,3.0,3,0,1,0,0,1,275,56
cat,28,mixed,White,2,1,2,2,2,1,4,Selangor,5a299988c,4.0,3,0,0,0,0,1,448,83
dog,2,male,Black,2,1,1,1,2,1,1,Selangor,c8be7beff,4.0,1,0,1,1,0,1,429,86
cat,4,female,Yellow,2,1,2,2,2,1,1,Kuala Lumpur,57abbd25f,3.0,4,1,1,1,1,1,301,67
dog,2,female,Black,2,2,2,2,2,1,1,Selangor,27830acaa,1.0,4,1,1,1,1,1,36,5
dog,1,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,3fbc3fa12,1.0,3,0,1,1,0,1,196,37
cat,3,female,White,1,1,2,2,2,1,1,Johor,9e5011264,1.0,4,1,1,0,0,1,331,52
cat,1,male,Yellow,2,1,2,2,2,1,1,Kuala Lumpur,e9dbf1095,3.0,1,0,1,1,0,1,257,50
cat,4,male,Black,1,1,2,1,2,1,1,Kuala Lumpur,a7df878ea,6.0,3,0,1,0,0,1,654,116
dog,3,female,Brown,2,2,2,1,1,1,1,Selangor,e08c4940e,5.0,2,0,1,1,0,1,191,34
cat,7,male,Black,3,1,1,1,2,1,1,Selangor,c09a67b3a,2.0,2,0,0,1,0,1,103,18
cat,18,mixed,Black,2,1,1,1,2,1,4,Kedah,f43a68579,0.0,4,1,1,1,0,0,108,21
cat,4,female,Black,2,1,1,1,2,1,1,Selangor,d26ebd584,4.0,3,0,0,1,0,1,718,134
cat,18,male,Brown,3,1,1,1,1,1,1,Kuala Lumpur,1883fea05,1.0,4,1,1,1,0,1,317,68
cat,2,female,White,1,2,2,2,2,1,1,Selangor,136f22028,1.0,2,0,0,0,0,1,118,19
cat,3,male,Black,2,2,2,2,2,1,1,Selangor,c670993fc,10.0,1,0,1,1,0,1,213,47
cat,2,female,Yellow,2,1,1,1,1,1,4,Johor,f81264ec6,4.0,2,0,1,1,1,1,188,37
cat,3,female,Yellow,2,1,1,1,1,1,1,Selangor,141a53bee,2.0,4,1,1,1,1,1,133,25
cat,1,male,Black,2,2,2,2,2,1,1,Selangor,717b573f8,3.0,2,0,1,1,0,1,82,16
dog,8,male,Black,2,1,1,3,3,1,1,Selangor,b543331f4,3.0,4,1,0,1,0,1,73,13
cat,2,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,82530d72e,5.0,3,0,1,1,0,1,277,53
cat,0,mixed,Black,2,2,2,2,2,1,3,Kuala Lumpur,600049d8e,0.0,2,0,1,1,0,0,548,93
cat,2,male,Black,3,2,2,1,3,1,1,Selangor,54e7cfcc5,5.0,2,0,1,1,0,1,697,120
cat,1,mixed,Brown,1,1,2,2,2,1,6,Kuala Lumpur,5ecd80dba,4.0,1,0,1,1,0,1,43,7
dog,24,male,Black,2,2,1,1,2,1,1,Selangor,1250404cf,2.0,4,1,0,0,0,1,70,12
cat,3,mixed,Golden,2,2,2,2,2,1,2,Kuala Lumpur,7f434b444,3.0,2,0,1,0,0,1,198,37
dog,2,female,Brown,2,2,2,2,2,1,1,Pulau Pinang,ea9d28227,3.0,2,0,1,1,0,1,148,27
cat,60,female,White,3,1,1,1,1,2,1,Selangor,9f0635623,5.0,3,0,1,0,0,1,20,4
cat,2,female,Black,2,2,2,2,2,1,1,Selangor,dd065921b,6.0,2,0,1,1,1,1,564,101
cat,2,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,3b5a8db4f,1.0,4,1,1,1,0,1,167,31
dog,2,female,Black,2,2,2,1,2,1,1,Pulau Pinang,07227963b,5.0,2,0,1,1,0,1,152,28
dog,96,female,White,2,1,1,1,1,1,2,Selangor,dd056b65a,0.0,4,1,0,0,0,0,186,41
cat,2,female,Black,2,2,2,2,2,1,1,Kedah,45cb60190,0.0,4,1,1,1,0,0,394,70
dog,1,female,Brown,2,1,2,1,2,1,1,Kuala Lumpur,035992662,1.0,3,0,1,0,0,1,85,15
cat,11,male,Golden,2,1,1,1,1,1,1,Selangor,bf42a225d,3.0,2,0,1,0,0,1,186,35
cat,5,female,Black,2,1,3,3,1,1,1,Kuala Lumpur,e0cbab08b,1.0,0,0,1,1,0,1,174,27
dog,12,female,Black,2,1,2,2,1,1,1,Selangor,5ac0ddea0,1.0,3,0,1,1,0,1,499,99
dog,4,female,Black,2,2,1,1,2,1,1,Selangor,86f4297b4,5.0,3,0,1,1,0,1,651,136
dog,2,male,Black,2,1,1,1,2,1,1,Kuala Lumpur,35bbdb5fd,3.0,1,0,1,1,0,1,200,35
cat,4,mixed,Black,2,2,2,2,2,1,2,Pulau Pinang,169e5aef1,3.0,3,0,1,1,0,1,30,6
dog,24,female,Black,1,2,3,3,3,1,1,Selangor,76042f693,8.0,1,0,0,1,0,1,386,79
dog,60,male,Black,3,3,3,3,3,1,1,Selangor,807ba246d,1.0,3,0,1,1,0,1,258,49
dog,36,male,Black,3,1,1,1,2,1,1,Selangor,b7c0b9180,1.0,1,0,0,1,0,1,21,3
cat,10,female,Black,2,1,2,2,2,1,1,Selangor,fcdfc6cdd,3.0,4,1,0,1,0,1,272,47
dog,6,female,Black,2,1,1,1,1,1,1,Selangor,765bd139e,5.0,1,0,0,0,0,1,342,62
cat,6,male,Black,2,2,3,1,3,1,1,Kuala Lumpur,a342f6a85,4.0,2,0,0,1,0,1,326,71
dog,18,male,Brown,3,1,1,1,1,1,1,Selangor,bb817b755,2.0,3,0,1,0,0,1,748,131
dog,12,male,Black,2,2,3,3,3,1,1,Selangor,7117385a0,1.0,2,0,0,1,0,1,423,80
cat,4,female,Black,2,1,1,1,2,1,1,Selangor,02387e247,3.0,4,1,1,1,0,1,340,69
cat,6,mixed,Golden,2,1,1,1,1,1,2,Kuala Lumpur,e56dc823a,6.0,3,0,1,0,0,1,517,103
dog,9,female,Black,2,2,3,3,3,1,1,Selangor,fee5e43b2,3.0,3,0,0,0,0,1,469,91
dog,48,female,Black,1,2,3,2,3,1,1,Selangor,2bd8e5830,3.0,4,1,0,1,0,1,163,29
cat,3,mixed,Black,2,2,2,2,2,1,2,Selangor,672e80119,6.0,4,1,1,1,0,1,183,35
cat,5,female,Black,2,2,2,2,2,1,1,Pulau Pinang,458e8f61c,10.0,4,1,1,1,0,1,507,85
dog,2,male,Brown,2,1,2,1,2,1,1,Selangor,22a0baf52,3.0,4,1,1,1,1,1,175,35
dog,3,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,98231df17,1.0,4,1,1,1,0,1,37,8
cat,8,male,White,2,1,3,3,3,1,1,Kuala Lumpur,4bb09fefb,1.0,4,1,0,0,0,1,410,95
cat,2,male,Yellow,1,2,2,2,2,1,2,Terengganu,0bd394ec8,2.0,4,1,1,1,0,1,76,14
dog,18,female,Brown,2,3,3,3,2,1,1,Selangor,2bf49ebb9,1.0,2,0,0,1,0,1,605,113
cat,36,female,Brown,1,1,1,1,1,1,1,Kuala Lumpur,7697109cd,1.0,4,1,0,1,1,1,102,18
cat,1,female,Gray,1,1,2,2,2,1,1,Selangor,bcd23d8c3,1.0,3,0,1,0,0,1,58,8
cat,8,female,Golden,2,2,2,2,2,1,1,Kuala Lumpur,982ffd67f,7.0,1,0,0,1,1,1,227,48
cat,24,male,Black,2,3,1,1,1,1,1,Kuala Lumpur,41be30895,2.0,1,0,1,0,0,1,431,85
dog,36,female,Brown,2,1,1,1,1,1,1,Kuala Lumpur,58ee93558,10.0,4,1,1,0,0,1,1448,309
dog,1,female,Black,2,2,2,2,2,1,1,Selangor,f28c8090d,2.0,3,0,1,1,0,1,12,2
dog,1,mixed,Black,2,1,2,2,2,1,6,Negeri Sembilan,133234595,0.0,4,1,1,1,0,0,104,21
dog,3,female,Brown,2,1,2,2,2,1,1,Kuala Lumpur,2485efd0a,1.0,4,1,1,0,0,1,256,48
dog,1,female,Black,2,1,2,2,2,1,2,Selangor,a21f5e84b,6.0,1,0,1,1,0,1,719,141
cat,5,female,Brown,1,1,2,2,2,1,1,Selangor,bf6cde86f,4.0,2,0,1,1,0,1,25,4
dog,1,male,Black,2,2,3,3,2,1,1,Selangor,4fdebca57,1.0,2,0,1,1,0,1,87,16
cat,4,female,Black,2,2,2,2,2,1,1,Kuala Lumpur,9ca31b395,5.0,3,0,1,1,0,1,37,6
dog,3,male,Cream,2,1,2,1,2,1,1,Kuala Lumpur,46e25aa2b,2.0,1,0,1,0,0,1,276,47
cat,1,male,Black,1,1,2,2,2,1,1,Selangor,b8c1f4d0a,5.0,4,1,1,1,0,1,182,29
cat,4,male,Yellow,1,1,2,2,3,1,1,Kuala Lumpur,d1f4e3174,4.0,3,0,0,1,1,1,48,9
dog,1,male,Golden,2,2,2,2,3,1,1,Kuala Lumpur,58a414b45,1.0,1,0,0,0,0,1,205,39
dog,2,male,Black,2,1,2,2,2,1,1,Selangor,75642f3e5,7.0,3,0,1,1,0,1,402,79
cat,3,female,Gray,1,1,2,2,2,1,1,Kuala Lumpur,b5b7de4bd,0.0,4,1,1,1,0,0,68,9
dog,1,male,Brown,2,1,2,2,2,1,2,Selangor,86d20d7e4,2.0,0,0,1,0,0,1,88,13
dog,1,male,Brown,1,2,2,1,2,1,1,Selangor,39444f259,10.0,2,0,1,0,0,1,183,36
cat,2,female,Gray,1,1,2,2,3,1,1,Selangor,1d867b8ee,0.0,4,1,0,0,0,0,74,15
cat,4,male,Cream,2,1,1,1,2,1,1,Selangor,0a2073b86,3.0,3,0,1,0,0,1,239,47
cat,2,male,Black,1,1,2,2,2,1,1,Selangor,b991a694f,7.0,4,1,1,0,0,1,30,7
dog,1,female,Black,2,1,2,1,2,1,1,Selangor,2fbf2cb7c,2.0,3,0,1,0,1,1,389,89
cat,2,male,Golden,2,1,2,2,2,1,1,Selangor,638a1f488,6.0,1,0,1,0,0,1,311,56
dog,9,female,Black,1,1,1,1,1,1,1,Kuala Lumpur,bd0a144b0,1.0,1,0,0,1,1,1,597,121
dog,50,male,Black,2,2,3,2,3,1,1,Johor,a009a2f0f,2.0,1,0,0,1,0,1,73,14
cat,3,male,Cream,1,1,2,2,2,1,1,Kedah,812ec1ab5,2.0,2,0,1,0,0,1,209,37
dog,48,male,Brown,1,3,1,1,2,1,1,Selangor,76b818bdb,2.0,1,0,0,1,1,1,189,40
dog,2,female,Brown,2,2,1,1,1,1,1,Pulau Pinang,2463e0981,1.0,4,1,1,0,0,1,87,14
dog,48,male,Black,3,1,1,1,2,1,1,Selangor,863262193,2.0,3,0,0,1,0,1,447,91
cat,6,female,Golden,2,2,2,2,2,1,1,Selangor,9eca51592,1.0,2,0,0,0,0,1,228,46
cat,2,mixed,Black,1,1,2,2,2,1,4,Selangor,473280639,10.0,1,0,1,1,0,1,437,89
dog,24,female,Yellow,1,2,1,1,1,1,1,Kuala Lumpur,f665c5189,5.0,4,1,0,0,1,1,576,107
dog,2,male,Cream,2,1,1,1,2,1,1,Selangor,b03983a09,5.0,2,0,1,0,0,1,298,49
dog,3,female,White,2,2,2,2,2,1,1,Selangor,0434520ef,5.0,1,0,1,0,0,1,294,57
cat,20,male,Black,2,2,1,1,1,1,1,Perak,cf74891fd,7.0,3,0,1,1,0,1,114,19
dog,2,female,Black,2,2,1,1,3,1,2,Pulau Pinang,a22cc0413,1.0,3,0,0,1,0,1,493,93
cat,8,female,Black,2,2,1,1,1,1,1,Kuala Lumpur,f5fb430f1,4.0,3,0,0,1,0,1,36,5
cat,2,female,Black,1,2,2,2,2,1,1,Selangor,edac3b595,1.0,2,0,1,1,0,1,106,21
cat,2,female,Black,2,3,2,2,2,1,3,Selangor,6a633ab6c,10.0,2,0,1,1,0,1,187,38
cat,3,male,Black,2,2,2,2,2,1,1,Selangor,1a5e5d34c,5.0,1,0,1,1,1,1,277,51
cat,12,male,Brown,2,1,1,1,1,1,1,Pulau Pinang,d8e2f840e,1.0,3,0,0,1,0,1,681,139
dog,2,male,Black,2,2,2,1,2,1,1,Kuala Lumpur,24bbd04ce,5.0,1,0,1,1,0,1,599,121
cat,3,male,Black,2,1,1,1,2,1,1,Selangor,f47679843,1.0,3,0,1,0,0,1,121,24
dog,3,male,Black,2,2,1,1,2,1,1,Selangor,4d76c16ab,5.0,2,0,1,1,0,1,14,3
dog,2,male,Black,2,1,3,3,3,1,1,Selangor,08dfce1e7,4.0,2,0,1,1,0,1,116,19
cat,7,female,Brown,2,2,1,1,1,1,1,Selangor,142da3f69,4.0,0,0,0,1,1,1,334,48
dog,2,male,Black,2,2,2,1,2,1,1,Selangor,11db3b853,4.0,3,0,1,1,0,1,12,2
dog,2,mixed,Black,2,1,2,2,2,1,3,Selangor,267162afd,10.0,1,0,1,1,0,1,33,6
dog,48,male,Black,1,2,3,1,2,1,1,Selangor,88487194e,1.0,3,0,0,1,0,1,51,10
dog,17,male,Brown,1,1,1,1,2,1,1,Selangor,e0d71d1af,0.0,0,0,0,1,0,0,339,71
dog,60,female,Black,3,1,1,1,1,1,1,Selangor,f026fa4b5,2.0,3,0,0,0,1,1,253,44
dog,2,mixed,Brown,2,2,2,3,3,1,8,Selangor,43c661026,10.0,2,0,1,1,0,1,303,62
dog,2,mixed,Black,2,1,2,1,2,1,5,Selangor,a1b34954b,5.0,4,1,1,1,0,1,560,104
dog,30,female,Black,2,2,2,2,2,1,1,Johor,e7b201da2,3.0,3,0,0,1,0,1,153,28
cat,12,female,Yellow,2,1,2,2,1,1,1,Selangor,52c15bfee,3.0,4,1,1,1,0,1,172,37
dog,36,male,White,2,3,3,3,2,1,1,Kuala Lumpur,e6335223e,1.0,3,0,0,0,0,1,408,80
cat,3,female,Gray,1,1,2,1,2,1,2,Melaka,d92c5c2df,10.0,3,0,1,0,0,1,118,20
dog,12,female,Brown,2,1,2,2,1,1,1,Pulau Pinang,8e3b1dcd1,2.0,2,0,1,1,0,1,1089,204
dog,1,mixed,Black,3,2,2,2,2,1,3,Selangor,1ef39cee1,8.0,2,0,1,1,0,1,348,63
cat,24,female,Black,3,2,1,1,1,1,1,Kuala Lumpur,f3ac0a96b,3.0,1,0,1,1,0,1,332,68
cat,2,female,Black,2,1,2,1,2,1,1,Selangor,5c48b210e,2.0,2,0,1,1,0,1,79,15
dog,2,female,Brown,2,1,2,1,2,1,1,Pulau Pinang,96ad2141c,1.0,2,0,1,0,0,1,56,9
dog,2,female,Black,2,1,1,1,2,1,1,Selangor,a61da96ad,1.0,2,0,1,1,0,1,198,41
cat,1,male,Gray,1,2,2,1,2,1,1,Kuala Lumpur,0f38033e1,5.0,4,1,1,0,0,1,102,21
dog,30,male,White,2,2,1,1,1,1,1,Perak,77035285f,4.0,4,1,0,0,2,1,191,36
cat,12,female,White,2,2,2,1,1,1,1,Selangor,16d4039e7,10.0,3,0,1,0,0,1,147,24
cat,6,female,Cream,2,2,2,1,2,1,1,Selangor,8b85a3893,5.0,3,0,0,1,0,1,84,15
dog,2,female,Golden,2,1,2,2,2,1,1,Pulau Pinang,5074cf806,1.0,2,0,1,0,1,1,120,21
cat,5,male,Golden,1,1,2,1,2,1,1,Perak,49fcc3da1,6.0,4,1,1,1,0,1,30,5
dog,2,female,Cream,2,2,2,2,2,1,1,Pulau Pinang,88b60278f,10.0,3,0,1,0,0,1,46,9
cat,6,female,Black,1,2,1,1,1,1,4,Selangor,0d784a800,4.0,4,1,1,1,1,1,84,16
cat,9,male,Brown,2,1,1,1,1,1,1,Perak,f6b229568,1.0,4,1,0,1,0,1,161,33
dog,1,female,Black,2,2,2,2,2,1,1,Selangor,c4277da90,10.0,1,0,1,1,0,1,399,78
cat,4,female,Black,2,3,2,2,2,1,1,Selangor,58e8cb9e1,3.0,3,0,0,1,0,1,558,106
cat,6,male,Black,2,1,3,3,3,1,1,Kuala Lumpur,1eb9e12e8,4.0,2,0,1,0,0,1,438,97
cat,5,male,Black,2,1,2,1,2,1,1,Kuala Lumpur,7dd780fe8,3.0,4,1,1,1,0,1,131,27
cat,1,male,Black,1,1,2,2,2,1,1,Selangor,d8de3a329,4.0,1,0,1,1,0,1,215,45
cat,5,female,Black,2,1,2,1,2,1,1,Kuala Lumpur,898ad5d4c,3.0,4,1,1,1,0,1,299,58
dog,2,male,Black,1,2,2,2,2,2,1,Selangor,8c7b2f093,2.0,3,0,1,0,0,1,224,47
cat,2,male,Black,1,1,2,2,2,1,1,Selangor,a978a37e7,5.0,1,0,1,1,0,1,760,160
dog,3,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,f819c7b65,1.0,4,1,1,1,0,1,37,8
dog,8,female,Black,2,1,1,1,1,1,1,Kuala Lumpur,6e5f03ddf,2.0,2,0,1,1,0,1,488,101
cat,3,male,Brown,1,1,2,1,2,1,1,Selangor,6b94af372,5.0,2,0,0,1,0,1,110,21
dog,2,male,Black,2,1,2,2,2,1,2,Kuala Lumpur,d52f229d1,2.0,1,0,1,1,0,1,442,89
cat,7,male,Brown,2,3,1,1,2,1,1,Kuala Lumpur,003dd2e26,3.0,2,0,0,0,0,1,408,78
dog,16,female,Brown,2,1,1,1,1,1,1,Selangor,7f40cce5f,6.0,4,1,1,1,0,1,620,124
dog,2,female,White,1,2,2,2,2,1,1,Kuala Lumpur,b99644a34,2.0,1,0,1,0,0,1,246,50
dog,2,male,Brown,2,2,1,1,2,1,1,Selangor,6c4af5f08,2.0,1,0,1,0,0,1,317,65
dog,36,male,Black,3,3,1,1,1,1,1,Selangor,2352b7f0e,1.0,4,1,0,1,1,1,1379,245
dog,12,female,Black,1,2,1,1,1,1,1,Pahang,bf8aa8f96,1.0,4,1,0,0,0,1,704,156
dog,3,female,Brown,2,2,2,1,2,1,1,Kuala Lumpur,11e6c4d80,1.0,3,0,1,0,0,1,320,66
cat,0,mixed,Black,2,1,2,2,2,1,5,Kuala Lumpur,2cf9de0a6,1.0,3,0,1,1,0,1,131,27
cat,3,male,White,2,3,2,1,2,1,1,Selangor,dafa3b086,3.0,2,0,0,0,2,1,94,18
dog,1,male,Brown,2,2,2,2,2,1,1,Pulau Pinang,f2ac99dfe,2.0,2,0,1,0,0,1,98,18
